tweet_id,tweet,tweet_clean,created_at,month,label_true,label_encoded
1.41282e+18,"what was in that second dose bro, everyone either getting married or engaged","what was in that second dose bro, everyone either getting married or engaged",2021-07-07 17:10:59+00:00,21-Jul,neutral-or-unclear,2
1.42416e+18,"if it turns out the fully vaccinated can transmit the delta variant just as easily, and would be less likely to show symptoms, the ultimate irony is that it will be the fully vaccinated who will be the threat to the unvaccinated.","if it turns out the fully vaccinated can transmit the delta variant just as easily, and would be less likely to show symptoms, the ultimate irony is that it will be the fully vaccinated who will be the threat to the unvaccinated.",2021-08-07 23:50:28+00:00,21-Aug,against,0
1.34591e+18,"facing up to this scale of infections &amp; deaths surely we need a simple plan of 1.full national lockdown, 2.schools closed now &amp; move to remote teaching, 3.teachers included in priority vaccination roll out. any easing of restrictions must be linked firmly to vaccination roll out.","facing up to this scale of infections &amp; deaths surely we need a simple plan of 1.full national lockdown, 2.schools closed now &amp; move to remote teaching, 3.teachers included in priority vaccination roll out. any easing of restrictions must be linked firmly to vaccination roll out.",2021-01-04 01:32:25+00:00,21-Jan,in-favor,1
1.44771e+18,"the fact that thousands of southwest employees walked off the job protesting the covid vaccine mandate forcing the airline to cancel more than 1000 flights is not getting enough attention. media will make sure you don’t see it but keep watching, it won’t be the last protest!","the fact that thousands of southwest employees walked off the job protesting the covid vaccine mandate forcing the airline to cancel more than 1000 flights is not getting enough attention. media will make sure you don’t see it but keep watching, it won’t be the last protest!",2021-10-11 23:38:11+00:00,21-Oct,against,0
1.34069e+18,"lots of progress last night on a major covid deal. extended unemployment comp, cash payments, money for small biz and vaccine distribution. looks like republicans have dropped their demands to include unrelated massive federal reserve reform in the bill.","lots of progress last night on a major covid deal. extended unemployment comp, cash payments, money for small biz and vaccine distribution. looks like republicans have dropped their demands to include unrelated massive federal reserve reform in the bill.",2020-12-20 16:21:28+00:00,20-Dec,in-favor,1
1.35566e+18,"hospitals are given vaccines &amp; entrusted to distribute them equitably. diverting vaccines to vips instead of the neediest people is a violation of that public trust. for every millionaire donor who gets a shot, one high risk person is deprived..","hospitals are given vaccines &amp; entrusted to distribute them equitably. diverting vaccines to vips instead of the neediest people is a violation of that public trust. for every millionaire donor who gets a shot, one high risk person is deprived..",2021-01-30 23:49:18+00:00,21-Jan,in-favor,1
1.41182e+18,"this fourth of july, america is back. ..we’re headed into a summer of joy – of freedom – thanks to the millions of americans who stepped up to get vaccinated. to the frontline and essential workers who have made this day possible: thank you.","this fourth of july, america is back. ..we’re headed into a summer of joy – of freedom – thanks to the millions of americans who stepped up to get vaccinated. to the frontline and essential workers who have made this day possible: thank you.",2021-07-04 22:43:58+00:00,21-Jul,in-favor,1
1.38216e+18,oh my god i’m getting vaccinated tomorrow i’ve never been so excited to have a sore arm,oh my god i’m getting vaccinated tomorrow i’ve never been so excited to have a sore arm,2021-04-14 02:14:46+00:00,21-Apr,in-favor,1
1.48422e+18,you should have waited three weeks before your second dose.  two weeks was not advised you rebel.,you should have waited three weeks before your second dose.  two weeks was not advised you rebel.,2022-01-20 17:53:05+00:00,22-Jan,in-favor,1
1.44439e+18,"once virtually everyone, regardless of vaccination status, has acquired some degree of natural immunity through infection,..will tyrants and karens still demand shots and boosters for everyone in perpetuity?..how does this end? does it end?","once virtually everyone, regardless of vaccination status, has acquired some degree of natural immunity through infection,..will tyrants and karens still demand shots and boosters for everyone in perpetuity?..how does this end? does it end?",2021-10-02 20:06:01+00:00,21-Oct,against,0
1.49591e+18,"crooked officials admit agency has withheld critical covid information from the public, including data about breakthrough infections, over fears of ""vaccine hesitancy""","crooked officials admit agency has withheld critical covid information from the public, including data about breakthrough infections, over fears of ""vaccine hesitancy""",2022-02-21 23:55:42+00:00,22-Feb,against,0
1.42455e+18,"republicans losing their minds over a maskless obama shows, yet again, how ignorant they are on the issues of covid and the pandemic. obama and his guests were vaccinated. republicans are not vaccinated and maskless. they just don’t fucking get it, y’all. unbelievable.","republicans losing their minds over a maskless obama shows, yet again, how ignorant they are on the issues of covid and the pandemic. obama and his guests were vaccinated. republicans are not vaccinated and maskless. they just don’t fucking get it, y’all. unbelievable.",2021-08-09 02:04:11+00:00,21-Aug,in-favor,1
1.39044e+18,“you can still catch covid if u’re vaccinated.”..you can still get pregnant while on birth control..you can still catch an sti using condoms..you can still sneeze with allergy meds..you can still lose a toe while using insulin..you can still have an asthma attack with an inhaler.,“you can still catch covid if u’re vaccinated.”..you can still get pregnant while on birth control..you can still catch an sti using condoms..you can still sneeze with allergy meds..you can still lose a toe while using insulin..you can still have an asthma attack with an inhaler.,2021-05-06 23:06:13+00:00,21-May,in-favor,1
1.33721e+18,"fact checkers clarify 6 people didn't die from covid vaccine..they died during the trials..so we aren't applying the same standards for covid deaths to ""covid vaccine deaths""?..it's weird how suddenly we care about accuracy about the real ""cause of death""..","fact checkers clarify 6 people didn't die from covid vaccine..they died during the trials..so we aren't applying the same standards for covid deaths to ""covid vaccine deaths""?..it's weird how suddenly we care about accuracy about the real ""cause of death""..",2020-12-11 01:41:29+00:00,20-Dec,against,0
1.4194e+18,"friend of mine in nhs says 4 wards in local hospital all changed to covid. all in their 30's, nearly all double jabbed (2 not). this is now a pandemic of the vaccinated. and yet they push us all to have it. insanity. 🙄","friend of mine in nhs says 4 wards in local hospital all changed to covid. all in their 30's, nearly all double jabbed (2 not). this is now a pandemic of the vaccinated. and yet they push us all to have it. insanity. 🙄",2021-07-25 21:06:01+00:00,21-Jul,against,0
1.3992e+18,berry islands ain’t had cases for at least 4 weeks. vaccination exercise takes place and we have cases the following week.,berry islands ain’t had cases for at least 4 weeks. vaccination exercise takes place and we have cases the following week.,2021-05-31 02:48:56+00:00,21-May,against,0
1.41648e+18,"anyone notice main stream media coming out and blaming social media for anti-vaccines. which is part true, however no mention of fox news.murdoch,tucker,laura. @resuscgmedia","anyone notice main stream media coming out and blaming social media for anti-vaccines. which is part true, however no mention of fox news.murdoch,tucker,laura. @resuscgmedia",2021-07-17 19:30:15+00:00,21-Jul,neutral-or-unclear,2
1.45139e+18,sanchi stupa in madhyapradesh illuminated to celebrate country's achievement of 100 crore covid-19 vaccination...#vaccinecentury #largestvaccinedrive,sanchi stupa in madhyapradesh illuminated to celebrate country's achievement of 100 crore covid-19 vaccination...#vaccinecentury #largestvaccinedrive,2021-10-22 03:12:42+00:00,21-Oct,in-favor,1
1.37989e+18,"starting friday, msu will begin administering the johnson &amp; johnson vaccine to all msu students 18 or older. select an appointment:","starting friday, msu will begin administering the johnson &amp; johnson vaccine to all msu students 18 or older. select an appointment:",2021-04-07 20:28:54+00:00,21-Apr,in-favor,1
1.48267e+18,"no we are not. continental europe has many countries. ..anyone advocating for mandatory  k95 in community post 3 vaccines &amp; abundant natural immunity &amp; anti virals  is following superstitious rituals, not science. ..ps: this incestuous  media/ isag- zero covid alliance must end.","no we are not. continental europe has many countries. ..anyone advocating for mandatory  k95 in community post 3 vaccines &amp; abundant natural immunity &amp; anti virals  is following superstitious rituals, not science. ..ps: this incestuous  media/ isag- zero covid alliance must end.",2022-01-16 11:11:32+00:00,22-Jan,against,0
1.43535e+18,"while advising the cdc, strongly urged against the j&amp;j pause. what happened next?.1. the cdc ignored prof. kulldorff's warnings.2. vaccine uptake plummeted, and .3. the cdc fired prof. kulldorff...","while advising the cdc, strongly urged against the j&amp;j pause. what happened next?.1. the cdc ignored prof. kulldorff's warnings.2. vaccine uptake plummeted, and .3. the cdc fired prof. kulldorff...",2021-09-07 21:13:17+00:00,21-Sep,neutral-or-unclear,2
1.48507e+18,that doesnt sound long enough. we didnt even have a vaccine at that point. but to be honest australia and that area has been far more responsible than the united states. as it seems like you care more about each other than certain people in the united states.,that doesnt sound long enough. we didnt even have a vaccine at that point. but to be honest australia and that area has been far more responsible than the united states. as it seems like you care more about each other than certain people in the united states.,2022-01-23 01:59:13+00:00,22-Jan,neutral-or-unclear,2
1.47434e+18,"i am vaccinated , and you ???? ..a big question for all ak #ajithkumar fans from our !! we request everyone to vaccinate as soon as possible &amp; comment here as #iamvaccinated 💙..let's celebrate #valimai movie with 100% safety !! ..#valimaipongal | #valimaimania","i am vaccinated , and you ???? ..a big question for all ak #ajithkumar fans from our !! we request everyone to vaccinate as soon as possible &amp; comment here as #iamvaccinated 💙..let's celebrate #valimai movie with 100% safety !! ..#valimaipongal | #valimaimania",2021-12-24 11:37:15+00:00,21-Dec,in-favor,1
1.39478e+18,"sure. as time passes, they will have bigger samples. they need to start small in case there *are* serious safety issues. i believe the uk sample is ~2,500. given the current safety profile of mrna vaccines, i think this is all really good news. best of luck deciding!","sure. as time passes, they will have bigger samples. they need to start small in case there *are* serious safety issues. i believe the uk sample is ~2,500. given the current safety profile of mrna vaccines, i think this is all really good news. best of luck deciding!",2021-05-18 22:15:29+00:00,21-May,in-favor,1
1.34361e+18,we get promised the vaccine.who gets it first? politicians.we are promised money to survive.$600. billionaires get billions.we are promised healthcare for all.only for the rich and politicians. i'm beginning to think something is extremely wrong.,we get promised the vaccine.who gets it first? politicians.we are promised money to survive.$600. billionaires get billions.we are promised healthcare for all.only for the rich and politicians. i'm beginning to think something is extremely wrong.,2020-12-28 17:44:17+00:00,20-Dec,in-favor,1
1.38157e+18,"good morning, i’m on my way to get my dose of the covid vaccine","good morning, i’m on my way to get my dose of the covid vaccine",2021-04-12 11:29:16+00:00,21-Apr,in-favor,1
1.37019e+18,"health authorities in denmark, norway and iceland suspended the use of astrazeneca’s covid-19 vaccine shots following reports of the formation of blood clots in some people who had been vaccinated  1/5","health authorities in denmark, norway and iceland suspended the use of astrazeneca’s covid-19 vaccine shots following reports of the formation of blood clots in some people who had been vaccinated  1/5",2021-03-12 01:55:08+00:00,21-Mar,against,0
1.44321e+18,"straks ook hier......""israel: over 1 million vaccinated who didn't get 3rd dose will lose green pass on sunday. people with natural antibodies will not be given a green pass at all.""..","straks ook hier......""israel: over 1 million vaccinated who didn't get 3rd dose will lose green pass on sunday. people with natural antibodies will not be given a green pass at all.""..",2021-09-29 13:43:02+00:00,21-Sep,neutral-or-unclear,2
1.45732e+18,"so not wanting an experimental shot is misinformation, but saying the nfl is like slavery is fact? someone should tell him without pay could be slavery, but with good pay, it’s called a job! 🤡","so not wanting an experimental shot is misinformation, but saying the nfl is like slavery is fact? someone should tell him without pay could be slavery, but with good pay, it’s called a job! 🤡",2021-11-07 12:14:54+00:00,21-Nov,against,0
1.48202e+18,those remedies are far more effective and less arduous than requiring mass vaccination of employees and checking on it. and replacing those who refuse to comply. the only reason that they're mandated by osha is as a workaround. it's not about safe workspaces. additionally...,those remedies are far more effective and less arduous than requiring mass vaccination of employees and checking on it. and replacing those who refuse to comply. the only reason that they're mandated by osha is as a workaround. it's not about safe workspaces. additionally...,2022-01-14 15:52:16+00:00,22-Jan,against,0
1.44144e+18,i mean more people have died from covid then from iraq and afghanistan. maybe we should take it seriously and not be whiney little pansies about wearing a piece of cloth or taking a vaccine. lmao,i mean more people have died from covid then from iraq and afghanistan. maybe we should take it seriously and not be whiney little pansies about wearing a piece of cloth or taking a vaccine. lmao,2021-09-24 16:37:45+00:00,21-Sep,in-favor,1
1.42298e+18,i quit my job today cause i’m not getting vaccinated!!! bye ✌🏾,i quit my job today cause i’m not getting vaccinated!!! bye ✌🏾,2021-08-04 18:07:00+00:00,21-Aug,against,0
1.3741e+18,"2. we had 99% vaccination rates in our ltv and rh facility...it went well...for the first time, ltc deaths and infections are dropping while community spread increases: that's the vaccine...health care decisions require reasoned and thoughtful scientific debate.","2. we had 99% vaccination rates in our ltv and rh facility...it went well...for the first time, ltc deaths and infections are dropping while community spread increases: that's the vaccine...health care decisions require reasoned and thoughtful scientific debate.",2021-03-22 20:32:57+00:00,21-Mar,in-favor,1
1.41333e+18,"32% symptomatic pos. rate, very concerning! (from 4%) 4 pediatric covid inpatients yesterday. age…a few weeks old to 18 y/o..if you are making wildly disparaging comments about the vaccine, and have no public health expertise, you may be responsible for someone’s death. shut up.","32% symptomatic pos. rate, very concerning! (from 4%) 4 pediatric covid inpatients yesterday. age…a few weeks old to 18 y/o..if you are making wildly disparaging comments about the vaccine, and have no public health expertise, you may be responsible for someone’s death. shut up.",2021-07-09 02:46:30+00:00,21-Jul,in-favor,1
1.43671e+18,trumps operation warp speed,trumps operation warp speed,2021-09-11 14:57:32+00:00,21-Sep,neutral-or-unclear,2
1.4073e+18,the vaccination plan for tomorrow. online slots of cowin open at 6 pm. all walk in participants are requested to adhere to guidelines suggested by local teams for a smooth vaccination experience with covid appropriate behaviour. thanks !,the vaccination plan for tomorrow. online slots of cowin open at 6 pm. all walk in participants are requested to adhere to guidelines suggested by local teams for a smooth vaccination experience with covid appropriate behaviour. thanks !,2021-06-22 11:31:40+00:00,21-Jun,in-favor,1
1.38138e+18,when there is a shortage of vaccine in our country how can #tikautsav can be celebrated. ..#टीका_नही_चूना_लगा,when there is a shortage of vaccine in our country how can #tikautsav can be celebrated. ..#टीका_नही_चूना_लगा,2021-04-11 23:03:32+00:00,21-Apr,in-favor,1
1.34191e+18,pm justin trudeau says canada will receive 1.2 million covid-19 vaccine doses by the end of january #cdnpoli,pm justin trudeau says canada will receive 1.2 million covid-19 vaccine doses by the end of january #cdnpoli,2020-12-24 00:44:12+00:00,20-Dec,in-favor,1
1.48926e+18,full vaccination against covid likely to require booster shot: aus minister,full vaccination against covid likely to require booster shot: aus minister,2022-02-03 15:30:42+00:00,22-Feb,in-favor,1
1.39061e+18,exercise makes you 50% more likely to have higher antibodies after a vaccine  #covid19 #health,exercise makes you 50% more likely to have higher antibodies after a vaccine  #covid19 #health,2021-05-07 10:17:22+00:00,21-May,in-favor,1
1.34149e+18,republican senators are not important enough to be vaccinated first.,republican senators are not important enough to be vaccinated first.,2020-12-22 21:03:50+00:00,20-Dec,in-favor,1
1.44471e+18,"re: “my body, my choice.”..the gov’t saying that you should get a safe, effective vaccine— in order to protect against a virus that has taken the lives of 700,000 americans— is *not* the same as the gov’t forcing a woman to carry a pregnancy to term against her will...full stop.","re: “my body, my choice.”..the gov’t saying that you should get a safe, effective vaccine— in order to protect against a virus that has taken the lives of 700,000 americans— is *not* the same as the gov’t forcing a woman to carry a pregnancy to term against her will...full stop.",2021-10-03 16:56:08+00:00,21-Oct,in-favor,1
1.38212e+18,you need to get vaccinated when it becomes available.....viruses cannot mutate if they don't replicate...--- dr. fauci..#demvoice1 #onev1 z21 #freshscience #wtpblue,you need to get vaccinated when it becomes available.....viruses cannot mutate if they don't replicate...--- dr. fauci..#demvoice1 #onev1 z21 #freshscience #wtpblue,2021-04-13 23:48:25+00:00,21-Apr,in-favor,1
1.35605e+18,"if someone stops you from getting a vaccine by blocking the entrance to a vaccination site, they should be arrested. period.","if someone stops you from getting a vaccine by blocking the entrance to a vaccination site, they should be arrested. period.",2021-02-01 01:15:57+00:00,21-Feb,in-favor,1
1.48141e+18,you can't blame the unvaccinated for vaccine resistant variants,you can't blame the unvaccinated for vaccine resistant variants,2022-01-12 23:18:54+00:00,22-Jan,neutral-or-unclear,2
1.37219e+18,"today's mass vaccination event in havasu is all booked up, but good news -- there will be another one in about four weeks:","today's mass vaccination event in havasu is all booked up, but good news -- there will be another one in about four weeks:",2021-03-17 14:00:24+00:00,21-Mar,in-favor,1
1.38667e+18,"6) under fire for his uneven handling of the world's worst covid-19 surge, modi has opened vaccinations for all adults from next month but supplies are already running short.","6) under fire for his uneven handling of the world's worst covid-19 surge, modi has opened vaccinations for all adults from next month but supplies are already running short.",2021-04-26 13:11:12+00:00,21-Apr,in-favor,1
1.38796e+18,wow just found out that one of the side effects of getting vaccinated is that you most likely won’t get covid-19 and are unlikely to transmit a potentially deadly virus to your friends or family! very interesting stuff!,wow just found out that one of the side effects of getting vaccinated is that you most likely won’t get covid-19 and are unlikely to transmit a potentially deadly virus to your friends or family! very interesting stuff!,2021-04-30 02:48:49+00:00,21-Apr,in-favor,1
1.48286e+18,"if you are unvaccinated, 55% of democrats want to fine you, 59% want you confined to your home, 48% want you fined or imprisoned for questioning vaccine efficacy, 45% want you forced into ""designated facilities,"" 46% want you digitally tracked, and 29% want to take your children.","if you are unvaccinated, 55% of democrats want to fine you, 59% want you confined to your home, 48% want you fined or imprisoned for questioning vaccine efficacy, 45% want you forced into ""designated facilities,"" 46% want you digitally tracked, and 29% want to take your children.",2022-01-16 23:28:53+00:00,22-Jan,neutral-or-unclear,2
1.39935e+18,has the hon sc taken note of the criminal wastage of  precious vaccines in the opposition governed state? it was the opposition parties which demanded vaccination for all to be opened.,has the hon sc taken note of the criminal wastage of  precious vaccines in the opposition governed state? it was the opposition parties which demanded vaccination for all to be opened.,2021-05-31 12:57:30+00:00,21-May,in-favor,1
1.42344e+18,"surely a bunch of bigoted fools who deny covid, incite people to violence and refuse to be vaccinated do not expect to be treated with anything other than contempt.","surely a bunch of bigoted fools who deny covid, incite people to violence and refuse to be vaccinated do not expect to be treated with anything other than contempt.",2021-08-06 00:37:05+00:00,21-Aug,in-favor,1
1.43612e+18,"this pre-print concluding that healthy adolescent boys face higher risk of hospitalization from mrna vaccination than covid-19 will stir up some dust:. agree with the findings..the question i hear being asked is:.""how much nuance is too much nuance?""","this pre-print concluding that healthy adolescent boys face higher risk of hospitalization from mrna vaccination than covid-19 will stir up some dust:. agree with the findings..the question i hear being asked is:.""how much nuance is too much nuance?""",2021-09-10 00:25:02+00:00,21-Sep,against,0
1.42608e+18,covid vaccination.,covid vaccination.,2021-08-13 07:24:47+00:00,21-Aug,neutral-or-unclear,2
1.41628e+18,"people are consciously looking for #vaccinatedstaff as one of the key factors while #eatingout, find #delhincr #restaurants ..read:  #vaccinationcovid #hospitality","people are consciously looking for #vaccinatedstaff as one of the key factors while #eatingout, find #delhincr #restaurants ..read:  #vaccinationcovid #hospitality",2021-07-17 06:25:38+00:00,21-Jul,in-favor,1
1.47132e+18,"health officials and vaccine makers call for boosters after studies show pfizer vaccine is less effective against omicron, but data on breakthrough cases suggest the vaccine hasn’t been effective against other strains, either...","health officials and vaccine makers call for boosters after studies show pfizer vaccine is less effective against omicron, but data on breakthrough cases suggest the vaccine hasn’t been effective against other strains, either...",2021-12-16 03:17:01+00:00,21-Dec,against,0
1.3857e+18,even if you’re fully vaccinated the cdc recommends not hitting on a girl while she’s working out,even if you’re fully vaccinated the cdc recommends not hitting on a girl while she’s working out,2021-04-23 21:15:24+00:00,21-Apr,neutral-or-unclear,2
1.45958e+18,look at this incredible illustration of how a covid-19 vaccine works at the molecular level.,look at this incredible illustration of how a covid-19 vaccine works at the molecular level.,2021-11-13 17:45:17+00:00,21-Nov,in-favor,1
1.37956e+18,anyone in nj looking for a vaccine needs to follow @nj_vaccine. they get my vote for the hero of 2021.,anyone in nj looking for a vaccine needs to follow @nj_vaccine. they get my vote for the hero of 2021.,2021-04-06 22:26:58+00:00,21-Apr,in-favor,1
1.39869e+18,this is what's happening. .we understood that saving lives was the big priority in early months of the biden admin. shots in arms..but what was left behind was the same urgency for saving democracy. we need huge moves to inoculate 🇺🇸 from autocracy...1. expand the supreme court.,this is what's happening. .we understood that saving lives was the big priority in early months of the biden admin. shots in arms..but what was left behind was the same urgency for saving democracy. we need huge moves to inoculate 🇺🇸 from autocracy...1. expand the supreme court.,2021-05-29 17:35:05+00:00,21-May,in-favor,1
1.47852e+18,"thread: today my family was denied eating indoors at a restaurant because, wait for it, my 4 yr old daughter was with me and they dont serve “unvaccinated” people. i tried to explain theres no cdc guideline requiring children under 5 get vaccinated. but the restaurant didn’t care","thread: today my family was denied eating indoors at a restaurant because, wait for it, my 4 yr old daughter was with me and they dont serve “unvaccinated” people. i tried to explain theres no cdc guideline requiring children under 5 get vaccinated. but the restaurant didn’t care",2022-01-05 00:01:40+00:00,22-Jan,neutral-or-unclear,2
1.53684e+18,"- it's not clear where the 12% efficacy rate comes from, since both the fda and pfizer declined to comment on whether it was in the release. but experts told usa today the incorrect figure is based on a misinterpretation of data …","- it's not clear where the 12% efficacy rate comes from, since both the fda and pfizer declined to comment on whether it was in the release. but experts told usa today the incorrect figure is based on a misinterpretation of data …",2022-06-14 22:41:25+00:00,22-Jun,against,0
1.53715e+18,the moderna vaccine is now fda-approved for children under 5 years old for covid-19!,the moderna vaccine is now fda-approved for children under 5 years old for covid-19!,2022-06-15 19:16:48+00:00,22-Jun,in-favor,1
1.40928e+18,“israel proves the vaccines don’t work against delta” is the new “manaus proves that previously infected people have no immunity.”..both examples of imprecise or oversimplified reporting that will confuse some and be exploited by others.,“israel proves the vaccines don’t work against delta” is the new “manaus proves that previously infected people have no immunity.”..both examples of imprecise or oversimplified reporting that will confuse some and be exploited by others.,2021-06-27 22:28:29+00:00,21-Jun,in-favor,1
1.44049e+18,vaccine mandates have been a reality of life since before your were born. all 50 states have vaccine mandates for public schools. been this way for decades,vaccine mandates have been a reality of life since before your were born. all 50 states have vaccine mandates for public schools. been this way for decades,2021-09-22 01:24:09+00:00,21-Sep,in-favor,1
1.37807e+18,"what if the government says ""april fools! that wasn't the vaccine"" n this dude pullup","what if the government says ""april fools! that wasn't the vaccine"" n this dude pullup",2021-04-02 19:41:03+00:00,21-Apr,against,0
1.37865e+18,government incompetence might be only hope for stopping the establishment's digital id/vaccine passports agenda. there's a long history of government it projects going wrong and then being watered down or abandoned.,government incompetence might be only hope for stopping the establishment's digital id/vaccine passports agenda. there's a long history of government it projects going wrong and then being watered down or abandoned.,2021-04-04 10:19:52+00:00,21-Apr,against,0
1.34403e+18,"so now slow joe says we only have a few million vaccinated but trump said we’d have 20 million by end of year.  didn’t you asswipes and the media say there’s no way we’d even have a vaccine until next summer and trump was just blowing smoke?  hey joe, go f*ck yourself!!","so now slow joe says we only have a few million vaccinated but trump said we’d have 20 million by end of year.  didn’t you asswipes and the media say there’s no way we’d even have a vaccine until next summer and trump was just blowing smoke?  hey joe, go f*ck yourself!!",2020-12-29 20:58:59+00:00,20-Dec,in-favor,1
1.42446e+18,i’m wondering the same. family member fully vaccinated been to the hospital twice in the last 2 months for diabetes. both times tested positive for covid. no symptoms and they are not treating it. just treating the diabetes. 🤔,i’m wondering the same. family member fully vaccinated been to the hospital twice in the last 2 months for diabetes. both times tested positive for covid. no symptoms and they are not treating it. just treating the diabetes. 🤔,2021-08-08 19:56:45+00:00,21-Aug,neutral-or-unclear,2
1.37185e+18,"dear trumpers,..if #covid_19 is a hoax why did donald trump and his wife get the vaccine for it?..don","dear trumpers,..if #covid_19 is a hoax why did donald trump and his wife get the vaccine for it?..don",2021-03-16 15:29:23+00:00,21-Mar,in-favor,1
1.37834e+18,"if lockdowns set us up for mask mandates, and mask mandates set us up for vaccine passports, what are vaccine passports setting us up for? what’s the end game?","if lockdowns set us up for mask mandates, and mask mandates set us up for vaccine passports, what are vaccine passports setting us up for? what’s the end game?",2021-04-03 13:50:15+00:00,21-Apr,against,0
1.42601e+18,"psa: if someone requires you to get vaccinated to come to their wedding, meet their baby, or even to hang out that’s not forcing you to get the vaccine. they set a boundary for themselves and you have the choice to get vaccinated or just not go. it’s that simple","psa: if someone requires you to get vaccinated to come to their wedding, meet their baby, or even to hang out that’s not forcing you to get the vaccine. they set a boundary for themselves and you have the choice to get vaccinated or just not go. it’s that simple",2021-08-13 02:55:07+00:00,21-Aug,in-favor,1
1.42217e+18,rasgulla journalists who were saying why thank pm for free vaccination when it's taxpayers money are today cheering for naveen patnaik because odisha govt sponsored hockey team.,rasgulla journalists who were saying why thank pm for free vaccination when it's taxpayers money are today cheering for naveen patnaik because odisha govt sponsored hockey team.,2021-08-02 12:25:10+00:00,21-Aug,neutral-or-unclear,2
1.49915e+18,i've seen an uptick in #longcovid from omicron as well..even in previously infected as well as vax'd...also hearing from others seeing the same thing...so far there is no version of #covid19 that is without risk for long term complication. ..(barbarian sad face),i've seen an uptick in #longcovid from omicron as well..even in previously infected as well as vax'd...also hearing from others seeing the same thing...so far there is no version of #covid19 that is without risk for long term complication. ..(barbarian sad face),2022-03-02 22:22:32+00:00,22-Mar,against,0
1.3926e+18,"she asked if he would recommend az as a 2nd dose for people who got the first. his reply was, nobody should take medical advice from politicians, he put his hand up to the side of his mouth &amp; said to the speaker, especially not conservative politicians. i’m sure she was seething.","she asked if he would recommend az as a 2nd dose for people who got the first. his reply was, nobody should take medical advice from politicians, he put his hand up to the side of his mouth &amp; said to the speaker, especially not conservative politicians. i’m sure she was seething.",2021-05-12 22:03:01+00:00,21-May,neutral-or-unclear,2
1.43629e+18,"one republican. just one. reply...the covid-19 pandemic will soon reach the level of the greatest mass death event in us history. the gop has advanced not no strategies for addressing this. instead, it screams about masks, vaccines and lies. what is your plan to stop the spread?","one republican. just one. reply...the covid-19 pandemic will soon reach the level of the greatest mass death event in us history. the gop has advanced not no strategies for addressing this. instead, it screams about masks, vaccines and lies. what is your plan to stop the spread?",2021-09-10 11:07:19+00:00,21-Sep,in-favor,1
1.39694e+18,"exc: fully vaccinated people face having to still self-isolate for 10 days if they come close to an infected person after june 21...government sources tell current rules - no exceptions for jabbed, no early release after negative test - to stay.","exc: fully vaccinated people face having to still self-isolate for 10 days if they come close to an infected person after june 21...government sources tell current rules - no exceptions for jabbed, no early release after negative test - to stay.",2021-05-24 21:24:32+00:00,21-May,neutral-or-unclear,2
1.40236e+18,"""... the spike protein, on its own, is almost entirely responsible for the damage to the cardiovascular system, if it gets into circulation.""..‘we made a big mistake’ — covid vaccine spike protein travels from injection site, can cause organ damage.","""... the spike protein, on its own, is almost entirely responsible for the damage to the cardiovascular system, if it gets into circulation.""..‘we made a big mistake’ — covid vaccine spike protein travels from injection site, can cause organ damage.",2021-06-08 20:17:51+00:00,21-Jun,against,0
1.4873e+18,friendly reminder. your government and big pharma are actively lying to you. the vaccine is not safe. the vaccine is not effective. the vaccine is not needed. the vaccine can cause serious side effects including death.,friendly reminder. your government and big pharma are actively lying to you. the vaccine is not safe. the vaccine is not effective. the vaccine is not needed. the vaccine can cause serious side effects including death.,2022-01-29 05:23:53+00:00,22-Jan,against,0
1.38414e+18,finally govt opens up vaccination..all above 18 can be vaccinated from may 1,finally govt opens up vaccination..all above 18 can be vaccinated from may 1,2021-04-19 13:51:39+00:00,21-Apr,in-favor,1
1.53106e+18,what’s novavax?,what’s novavax?,2022-05-29 23:55:04+00:00,22-May,neutral-or-unclear,2
1.42789e+18,"our recent clinical audit data analysis on the “breakthrough deaths” showed that among the overall 12,993 deaths recorded, 80 cases had been partially vaccinated (0.6%) and 4 cases had full vaccination (0.03%).","our recent clinical audit data analysis on the “breakthrough deaths” showed that among the overall 12,993 deaths recorded, 80 cases had been partially vaccinated (0.6%) and 4 cases had full vaccination (0.03%).",2021-08-18 06:58:10+00:00,21-Aug,in-favor,1
1.39597e+18,vaccination done no side effects as of now..#tbadnboycottmzetxapt76,vaccination done no side effects as of now..#tbadnboycottmzetxapt76,2021-05-22 04:49:59+00:00,21-May,in-favor,1
1.44852e+18,"#vaccine certificate should be required for hospital admission...if you rolled the dice and lost to #coronavirus, too freaking bad. you should not waste space needed to treat other patients.","#vaccine certificate should be required for hospital admission...if you rolled the dice and lost to #coronavirus, too freaking bad. you should not waste space needed to treat other patients.",2021-10-14 05:07:51+00:00,21-Oct,in-favor,1
1.42332e+18,"“vaccinate america and help vaccinate the world,” biden said, “that's how we're going to beat this thing.”..","“vaccinate america and help vaccinate the world,” biden said, “that's how we're going to beat this thing.”..",2021-08-05 16:44:42+00:00,21-Aug,in-favor,1
1.39871e+18,"china has given over 700 million vaccines to 90+ countries..the usa has provided just 3 million (1/233th of china)..china considers vaccines a “global public good” and gives them for very cheap or free, whereas us big pharma corporations are charging a lot","china has given over 700 million vaccines to 90+ countries..the usa has provided just 3 million (1/233th of china)..china considers vaccines a “global public good” and gives them for very cheap or free, whereas us big pharma corporations are charging a lot",2021-05-29 18:29:06+00:00,21-May,in-favor,1
